category,file,source_key,current_fa_value,latin_words
high-latin,i18n/_combined_index.fa.json,Advanced visualization techniques,Advanced visualization techniques,Advanced visualization techniques
high-latin,i18n/_combined_index.fa.json,Version control and documentation,Version control و documentation,Version control documentation
high-latin,i18n/_combined_index.fa.json,Problem-Solving,Problem-Solving,Problem-Solving
high-latin,i18n/_combined_index.fa.json,Identifying appropriate methods for ambiguous questions,Identifying appropriate methods برای ambiguous questions,Identifying appropriate methods ambiguous questions
high-latin,i18n/_combined_index.fa.json,Iterative refinement of analysis approaches,Iterative refinement از تحلیل approaches,Iterative refinement approaches
high-latin,i18n/_combined_index.fa.json,Troubleshooting technical issues independently,Troubleshooting مسائل فنی independently,Troubleshooting independently
high-latin,i18n/_combined_index.fa.json,Creative solutions to data challenges,Creative solutions تا داده challenges,Creative solutions challenges
high-latin,i18n/_combined_index.fa.json,Translating technical findings for diverse audiences,Translating technical findings برای diverse audiences,Translating technical findings diverse audiences
high-latin,i18n/_combined_index.fa.json,Data storytelling and visualization,داده storytelling و visualization,storytelling visualization
high-latin,i18n/_combined_index.fa.json,Report writing and documentation,Report writing و documentation,Report writing documentation
high-latin,i18n/_combined_index.fa.json,Stakeholder management,Stakeholder management,Stakeholder management
high-latin,i18n/_combined_index.fa.json,Time management with competing priorities,Time management با competing priorities,Time management competing priorities
high-latin,i18n/_combined_index.fa.json,Meeting deadlines under pressure,Meeting deadlines under pressure,Meeting deadlines under pressure
high-latin,i18n/_combined_index.fa.json,Self-directed learning and adaptation,Self-directed learning و adaptation,Self-directed learning adaptation
high-latin,i18n/_combined_index.fa.json,Financial Independence & Academic Support,Financial Independence و آکادمیک Support,Financial Independence Support
high-latin,i18n/_combined_index.fa.json,Full-Time Period (2019-2021):,Full-Time Period (۲۰۱۹-۲۰۲۱):,Full-Time Period
high-latin,i18n/_combined_index.fa.json,Part-Time Period (2021-Present):,Part-Time Period (۲۰۲۱-Present):,Part-Time Period Present
high-latin,i18n/_combined_index.fa.json,Company Context: PVD Kavian Co.,Company Context: PVD Kavian Co.,Company Context Co
high-latin,i18n/_combined_index.fa.json,About the Organization:,About the Organization:,About the Organization
high-latin,i18n/_combined_index.fa.json,My Role's Scope:,My Role's Scope:,My Role s Scope
high-latin,i18n/_combined_index.fa.json,Diverse responsibilities:,Diverse responsibilities:,Diverse responsibilities
high-latin,i18n/_combined_index.fa.json,Direct impact:,Direct impact:,Direct impact
high-latin,i18n/_combined_index.fa.json,Interdisciplinary collaboration:,Interdisciplinary collaboration:,Interdisciplinary collaboration
high-latin,i18n/_combined_index.fa.json,Resource constraints:,Resource constraints:,Resource constraints
high-latin,i18n/_combined_index.fa.json,Power BI (Basic-Intermediate),Power BI (Basic-Intermediate),Power BI Basic-Intermediate
high-latin,i18n/_combined_index.fa.json,R Programming,R Programming,Programming
high-latin,i18n/_combined_index.fa.json,Excel Advanced,Excel Advanced,Advanced
high-latin,i18n/_combined_index.fa.json,Report Design,Report Design,Report Design
high-latin,i18n/_combined_index.fa.json,Financial Reporting,Financial Reporting,Financial Reporting
high-latin,i18n/_combined_index.fa.json,HTML/JS (single-file),HTML/JS (single-file),single-file
high-latin,i18n/_combined_index.fa.json,Rule-based payroll engine,Rule-based payroll engine,Rule-based payroll engine
high-latin,i18n/_combined_index.fa.json,Offline / Local storage,Offline / Local storage,Offline Local storage
high-latin,i18n/_combined_index.fa.json,What it does,What it does,What it does
high-latin,i18n/_combined_index.fa.json,track attendance,track attendance,track attendance
high-latin,i18n/_combined_index.fa.json,"transparent, rule-based payroll pipeline","transparent, rule-based payroll pipeline",transparent rule-based payroll pipeline
high-latin,i18n/_combined_index.fa.json,Core modules,Core modules,Core modules
high-latin,i18n/_combined_index.fa.json,Company / workshop profile:,Company / workshop profile:,Company workshop profile
high-latin,i18n/_combined_index.fa.json,Personnel management:,Personnel management:,Personnel management
high-latin,i18n/_combined_index.fa.json,Attendance calendar (multi-month):,Attendance calendar (multi-month):,Attendance calendar multi-month
high-latin,i18n/_combined_index.fa.json,Rule-based payroll engine:,Rule-based payroll engine:,Rule-based payroll engine
high-latin,i18n/_combined_index.fa.json,Compliance knobs:,Compliance knobs:,Compliance knobs
high-latin,i18n/_combined_index.fa.json,Reporting & exports,Reporting و exports,Reporting exports
high-latin,i18n/_combined_index.fa.json,Monthly summaries:,Monthly summaries:,Monthly summaries
high-latin,i18n/_combined_index.fa.json,Validation checks:,Validation checks:,Validation checks
high-latin,i18n/_combined_index.fa.json,Exports:,Exports:,Exports
high-latin,i18n/_combined_index.fa.json,Privacy & deployment,Privacy و deployment,Privacy deployment
high-latin,i18n/_combined_index.fa.json,Runs entirely in the browser,Runs entirely در the browser,Runs entirely the browser
high-latin,i18n/_combined_index.fa.json,Local-first storage:,Local-first storage:,Local-first storage
high-latin,i18n/_combined_index.fa.json,No tracking / no accounts:,No tracking / no accounts:,No tracking no accounts
high-latin,i18n/_combined_index.fa.json,Where it sits in this portfolio,Where it sits در this portfolio,Where it sits this portfolio
high-latin,i18n/_combined_index.fa.json,experience at PVD Kavian Co.,experience at PVD Kavian Co.,experience at Co
high-latin,i18n/_combined_index.fa.json,"A parallel, project-based practice focused on","A parallel, project-based practice focused on",A parallel project-based practice focused on
high-latin,i18n/_combined_index.fa.json,"clean, conversion-oriented websites","clean, conversion-oriented websites",clean conversion-oriented websites
high-latin,i18n/_combined_index.fa.json,coherent visual systems,coherent visual systems,coherent visual systems
high-latin,i18n/_combined_index.fa.json,clarity,clarity,clarity
high-latin,i18n/_combined_index.fa.json,information design,information design,information design
high-latin,i18n/_combined_index.fa.json,measurable usability,measurable usability,measurable usability
high-latin,i18n/_combined_index.fa.json,Information architecture:,Information architecture:,Information architecture
high-latin,i18n/_combined_index.fa.json,Responsive UI:,Responsive UI:,Responsive UI
high-latin,i18n/_combined_index.fa.json,WordPress delivery:,WordPress delivery:,delivery
high-latin,i18n/_combined_index.fa.json,Front-end polish:,Front-end polish:,Front-end polish
high-latin,i18n/_combined_index.fa.json,Launch readiness:,Launch readiness:,Launch readiness
high-latin,i18n/_combined_index.fa.json,Graphic & Visual Design,Graphic و Visual Design,Graphic Visual Design
high-latin,i18n/_combined_index.fa.json,Brand assets:,Brand assets:,Brand assets
high-latin,i18n/_combined_index.fa.json,UI assets:,UI assets:,UI assets
high-latin,i18n/_combined_index.fa.json,SEO & Content Readiness,SEO و Content Readiness,SEO Content Readiness
high-latin,i18n/_combined_index.fa.json,On-page foundations:,On-صفحه foundations:,On- foundations
high-latin,i18n/_combined_index.fa.json,Technical basics:,Technical basics:,Technical basics
high-latin,i18n/_combined_index.fa.json,Content structure:,Content structure:,Content structure
high-latin,i18n/_combined_index.fa.json,Note: This work focuses on,Note: This work focuses on,Note This work focuses on
high-latin,i18n/_combined_index.fa.json,SEO readiness and technical hygiene,SEO readiness و technical hygiene,SEO readiness technical hygiene
high-latin,i18n/_combined_index.fa.json,Workflow & Quality Checks,Workflow و Quality Checks,Workflow Quality Checks
high-latin,i18n/_combined_index.fa.json,Iterative delivery:,Iterative delivery:,Iterative delivery
high-latin,i18n/_combined_index.fa.json,Consistency:,Consistency:,Consistency
high-latin,i18n/_combined_index.fa.json,UI layout,UI layout,UI layout
high-latin,i18n/_combined_index.fa.json,Vector/Raster editing,Vector/Raster editing,Vector Raster editing
high-latin,i18n/_combined_index.fa.json,SEO foundations,SEO foundations,SEO foundations
high-latin,i18n/_combined_index.fa.json,Evidence in this portfolio,Evidence در this portfolio,Evidence this portfolio
high-latin,i18n/_combined_index.fa.json,Scope:,Scope:,Scope
high-latin,i18n/_combined_index.fa.json,Engagement:,Engagement:,Engagement
high-latin,i18n/_combined_index.fa.json,Selected website projects,Selected website projects,Selected website projects
high-latin,i18n/_combined_index.fa.json,Bilingual UX:,Bilingual UX:,Bilingual UX
high-latin,i18n/_combined_index.fa.json,Service IA:,Service IA:,IA
high-latin,i18n/_combined_index.fa.json,Conversion focus:,Conversion focus:,Conversion focus
high-latin,i18n/_combined_index.fa.json,KIA Coating | Product Catalog (Gatria),KIA Coating | Product Catalog (Gatria),Coating Product Catalog Gatria
high-latin,i18n/_combined_index.fa.json,Catalog website • Product listing and quick browsing,Catalog website • Product listing و quick browsing,Catalog website Product listing quick browsing
high-latin,i18n/_combined_index.fa.json,Mind Islands | Book companion site,Mind Islands | Book companion site,Book companion site
high-latin,i18n/_combined_index.fa.json,TOEFL Academic | Offline-ready lessons (PWA),TOEFL Academic | Offline-ready lessons (PWA),Academic Offline-ready lessons
high-latin,i18n/_combined_index.fa.json,Web app • Lessons + dictionary + offline mode,وب app • Lessons + dictionary + offline mode,app Lessons dictionary offline mode
high-latin,i18n/_combined_index.fa.json,Built-in dictionary and word pages for practice,Built-in dictionary و word pages برای practice,Built-in dictionary word pages practice
high-latin,i18n/_combined_index.fa.json,Settings page to control reading experience,Settings صفحه تا control reading experience,Settings control reading experience
high-latin,i18n/_combined_index.fa.json,Tehran Institute of Technology • 2024,Tehran Institute از Technology • ۲۰۲۴,Institute Technology
high-latin,i18n/_combined_index.fa.json,COMPLETED • GRADE: A+ (92%),COMPLETED • GRADE: A+ (۹۲%),COMPLETED GRADE A
high-latin,i18n/_combined_index.fa.json,"Collect, structure, and validate datasets for analysis","Collect, structure, و validate datasets برای تحلیل",Collect structure validate datasets
high-latin,i18n/_combined_index.fa.json,Design effective visualizations for communicating results,Design effective visualizations برای communicating results,Design effective visualizations communicating results
high-latin,i18n/_combined_index.fa.json,Matrix Construction:,Matrix Construction:,Matrix Construction
high-latin,i18n/_combined_index.fa.json,Systematic investigation of datasets to discover patterns and anomalies,Systematic investigation از datasets تا discover patterns و anomalies,Systematic investigation datasets discover patterns anomalies
high-latin,i18n/_combined_index.fa.json,Feature Engineering:,Feature Engineering:,Feature Engineering
high-latin,i18n/_combined_index.fa.json,Pattern Recognition:,Pattern Recognition:,Pattern Recognition
high-latin,i18n/_combined_index.fa.json,Multi-dimensional Visualization:,Multi-dimensional Visualization:,Multi-dimensional Visualization
high-latin,i18n/_combined_index.fa.json,Statistical Distributions:,Statistical Distributions:,Statistical Distributions
high-latin,i18n/_combined_index.fa.json,Hypothesis Testing:,Hypothesis Testing:,Hypothesis Testing
high-latin,i18n/_combined_index.fa.json,Data Preprocessing & Preparation,داده Preprocessing و Preparation,Preprocessing Preparation
high-latin,i18n/_combined_index.fa.json,Detecting erroneous data and correcting them,Detecting erroneous داده و correcting them,Detecting erroneous correcting them
high-latin,i18n/_combined_index.fa.json,Various types of data partitioning and organization,Various types از داده partitioning و organization,Various types partitioning organization
high-latin,i18n/_combined_index.fa.json,Format Correction:,Format Correction:,Format Correction
high-latin,i18n/_combined_index.fa.json,Standardizing data formats for consistency,Standardizing داده formats برای consistency,Standardizing formats consistency
high-latin,i18n/_combined_index.fa.json,Model Preparation:,Model Preparation:,Model Preparation
high-latin,i18n/_combined_index.fa.json,Preparing data for training by intelligent models,Preparing داده برای training by intelligent models,Preparing training by intelligent models
high-latin,i18n/_combined_index.fa.json,Module 1: Artificial Intelligence Fundamentals,ماژول ۱: Artificial Intelligence Fundamentals,Artificial Intelligence Fundamentals
high-latin,i18n/_combined_index.fa.json,Understanding the role of data in AI systems,Understanding the role از داده در AI systems,Understanding the role systems
